dbkey,hastargetcl,simscore,caplettersworddif,urlsim,onlycaplettersdif,category,hastargettag,nwordstarget,nersimilarity,hastargetnumber,same,langdif,hassourcenumber,numbersim,hastargetemail,hastargetnameentity,hassourceemail,hastargetpunctuation,cgscore,tagsim,hassourcenameentity,emailsim,hastargeturl,hassourcecl,hassourcetag,hassourcepunctuation,punctsim,nwordssource,hassourceurl
697-697,0.0,1.0,0.0,1.0,0.0,1,0.0,17,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15,0.0
698-698,1.0,0.94,0.0,1.0,0.0,1,0.0,179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,170,0.0
699-699,1.0,0.78,0.0,1.0,0.0,1,0.0,142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,133,0.0
700-700,1.0,0.79,0.0,1.0,0.0,1,0.0,107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,104,0.0
701-701,0.0,1.0,0.0,1.0,0.0,1,0.0,21,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24,0.0
702-702,1.0,1.0,0.0,1.0,0.0,1,0.0,40,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0
703-703,1.0,0.85,0.0,1.0,0.0,1,0.0,102,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,99,0.0
704-704,1.0,0.64,0.0,1.0,0.0,1,0.0,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,50,0.0
705-705,1.0,0.75,0.25,1.0,0.0,1,0.0,65,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,53,0.0
706-706,1.0,0.67,0.0,1.0,0.0,1,0.0,63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,64,0.0
707-707,1.0,0.46,0.125,1.0,0.0,1,0.0,62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.05,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0
708-708,1.0,0.8,0.0,1.0,0.0,1,0.0,280,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.98,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.99,234,0.0
709-709,1.0,0.74,0.0,1.0,0.0,1,0.0,298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.32,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.98,234,0.0
710-710,1.0,0.96,0.166666666667,1.0,0.0,1,0.0,202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,194,0.0
711-711,1.0,0.82,0.0,1.0,0.0,1,0.0,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.01,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,44,0.0
712-712,1.0,0.94,0.0,1.0,0.0,1,0.0,151,0.666666666667,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,144,0.0
713-713,0.0,0.48,0.0,1.0,0.0,1,0.0,38,0.707106781187,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.58,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0
714-714,0.0,0.0,0.75,1.0,0.0,1,0.0,34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.85,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21,0.0
715-715,1.0,0.6,0.0,1.0,0.0,1,0.0,227,0.774596669241,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.99,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,187,0.0
716-716,1.0,0.92,0.25,1.0,0.0,1,0.0,86,0.707106781187,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.97,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,61,0.0
717-717,1.0,0.83,0.0,1.0,0.0,1,0.0,200,0.909090909091,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.38,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,186,0.0
718-718,1.0,0.6,0.0,1.0,0.0,1,0.0,281,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,267,0.0
719-719,1.0,0.64,0.0,1.0,0.0,1,0.0,138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,170,0.0
720-720,1.0,0.8,0.375,1.0,0.5,1,0.0,171,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,177,0.0
721-721,1.0,0.77,0.0,1.0,0.0,1,0.0,43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.26,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,38,0.0
722-722,1.0,0.75,0.25,1.0,0.0,1,0.0,21,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,23,0.0
723-723,1.0,0.85,0.125,1.0,0.0,1,0.0,196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,171,0.0
724-724,1.0,0.73,0.166666666667,1.0,0.0,1,0.0,34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,30,0.0
725-725,1.0,0.72,0.0,1.0,0.0,1,0.0,114,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.57,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,95,0.0
726-726,1.0,1.0,0.0,1.0,0.0,1,0.0,60,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.55,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,50,0.0
727-727,1.0,1.0,0.0,1.0,0.0,1,0.0,60,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.55,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,50,0.0
728-728,1.0,0.83,0.0,1.0,0.0,1,0.0,75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,81,0.0
729-729,1.0,0.78,0.0,1.0,0.0,1,0.0,66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.87,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,48,0.0
730-730,1.0,0.53,0.0,1.0,0.0,1,0.0,94,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,59,0.0
731-731,1.0,0.84,0.0,1.0,0.0,1,0.0,131,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.53,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,115,0.0
732-732,1.0,0.69,0.0,1.0,0.0,1,0.0,83,0.632455532034,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,82,0.0
733-733,1.0,0.75,0.0,1.0,0.0,1,0.0,132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,125,0.0
734-734,1.0,0.83,0.0,1.0,0.0,1,0.0,125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.94,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,96,0.0
735-735,0.0,0.94,0.0,1.0,0.0,1,0.0,33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0
736-736,1.0,0.82,0.0,1.0,0.0,1,0.0,92,0.666666666667,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,97,0.0
737-737,1.0,1.0,0.0,1.0,0.0,1,0.0,32,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,30,0.0
738-738,1.0,0.56,0.0,1.0,0.0,1,0.0,115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.36,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,102,0.0
739-739,1.0,1.0,0.0,1.0,0.0,1,0.0,87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.36,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,81,0.0
740-740,1.0,0.63,0.0,1.0,0.0,1,0.0,96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.35,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,89,0.0
741-741,1.0,0.79,0.0,1.0,0.0,1,0.0,73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,64,0.0
742-742,1.0,0.81,0.0,1.0,0.0,1,0.0,84,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,76,0.0
743-743,1.0,0.95,0.0,1.0,0.0,1,0.0,189,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.98,166,0.0
744-744,1.0,0.81,0.0,1.0,0.0,1,0.0,143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,137,0.0
745-745,0.0,0.71,0.0,1.0,0.0,1,0.0,63,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.77,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47,0.0
746-746,1.0,0.5,0.0,1.0,0.0,1,0.0,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,0.0
747-747,1.0,0.74,0.0,1.0,0.0,1,0.0,60,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,55,0.0
748-748,1.0,0.89,0.166666666667,1.0,0.0,1,0.0,126,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,121,0.0
749-749,1.0,0.76,0.0,1.0,0.0,1,0.0,224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.77,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,192,0.0
750-750,1.0,0.8,0.0,1.0,0.0,1,0.0,47,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.18,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,44,0.0
751-751,1.0,0.76,0.0,1.0,0.0,1,0.0,158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.01,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,124,0.0
752-752,1.0,0.94,0.0,1.0,0.0,1,0.0,151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.61,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,127,0.0
753-753,1.0,0.57,0.0,1.0,0.0,1,0.0,233,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.03,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,186,0.0
754-754,1.0,0.76,0.0,1.0,0.0,1,0.0,185,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.53,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,168,0.0
755-755,1.0,0.92,0.0454545454545,1.0,0.0,1,0.0,386,0.338061701891,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.32,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,363,0.0
756-756,1.0,0.65,0.0,1.0,0.0,1,0.0,218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.82,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,182,0.0
757-757,1.0,0.91,0.0714285714286,1.0,0.0,1,0.0,135,0.188982236505,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,125,0.0
758-758,1.0,0.5,0.0,1.0,0.0,1,0.0,89,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.41,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,82,0.0
759-759,1.0,0.19,0.0,1.0,0.0,1,0.0,63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.84,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,48,0.0
760-760,0.0,0.86,0.0,1.0,0.0,1,0.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,34,0.0
761-761,1.0,0.83,0.0,1.0,0.0,1,0.0,205,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,166,0.0
762-762,1.0,0.91,0.0,1.0,0.0,1,0.0,45,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,40,0.0
763-763,1.0,0.74,0.0625,1.0,0.0625,1,0.0,55,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,49,0.0
764-764,1.0,0.7,0.0,1.0,0.0,1,0.0,58,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,46,0.0
765-765,1.0,0.79,0.0,1.0,0.0,1,0.0,226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.17,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,178,0.0
766-766,1.0,0.95,0.0,1.0,0.0,1,0.0,45,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.13,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,43,0.0
767-767,1.0,0.25,0.166666666667,1.0,0.166666666667,1,0.0,59,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.62,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,46,0.0
768-768,1.0,0.74,0.0,1.0,0.0,1,0.0,190,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.44,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45,173,0.0
769-769,1.0,0.6,0.0,1.0,0.0,1,0.0,37,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0
770-770,1.0,0.46,0.0,1.0,0.0,1,0.0,55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.52,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,42,0.0
771-771,1.0,0.84,0.0,1.0,0.0,1,0.0,86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.37,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,77,0.0
772-772,1.0,0.8,0.0,1.0,0.5,1,0.0,140,0.333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,132,0.0
773-773,1.0,0.63,0.0,1.0,0.0,1,0.0,180,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.82,167,0.0
774-774,1.0,0.88,0.0,1.0,0.0,1,0.0,224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.11,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,222,0.0
775-775,1.0,0.61,0.0,1.0,0.0,1,0.0,150,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,120,0.0
776-776,1.0,0.84,0.0,1.0,0.0,1,0.0,265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,224,0.0
777-777,0.0,0.73,0.5,1.0,0.0,1,0.0,37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.65,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,50,0.0
778-778,1.0,0.13,0.0625,1.0,0.133333333333,1,0.0,52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,54,0.0
779-779,1.0,0.79,0.0,1.0,0.0,1,0.0,271,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.99,236,0.0
780-780,1.0,0.65,0.0,1.0,0.0,1,0.0,128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.78,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,103,0.0
781-781,1.0,0.76,0.0,1.0,0.0,1,0.0,47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.01,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,29,0.0
782-782,0.0,0.75,0.0,1.0,0.0,1,0.0,33,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,41,0.0
783-783,1.0,0.67,0.0,1.0,0.0,1,0.0,36,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,31,0.0
784-784,1.0,0.91,0.4,1.0,0.0,1,0.0,66,0.408248290464,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.37,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,60,0.0
785-785,1.0,0.83,0.0,1.0,0.0,1,0.0,36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.07,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,38,0.0
786-786,1.0,0.46,0.0,1.0,0.0,1,0.0,122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.26,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,130,0.0
787-787,0.0,0.77,0.0,1.0,0.0,1,0.0,37,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0
788-788,1.0,1.0,0.0,1.0,0.0,1,0.0,29,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,28,0.0
789-789,1.0,0.66,0.0,1.0,0.0,1,0.0,142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.66,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,117,0.0
790-790,1.0,0.67,0.0,1.0,0.0,1,0.0,133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.07,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,128,0.0
791-791,1.0,0.88,0.0,1.0,0.0,1,0.0,153,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.35,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,138,0.0
792-792,1.0,0.75,0.0,1.0,0.5,1,0.0,169,0.333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.46,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,153,0.0
793-793,1.0,0.8,0.0,1.0,0.0,1,0.0,153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.96,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,123,0.0
794-794,1.0,0.84,0.0,1.0,0.0,1,0.0,140,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.87,141,0.0
795-795,1.0,1.0,0.0,1.0,0.0,1,0.0,28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.32,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,24,0.0
796-796,1.0,0.88,0.0,1.0,0.0,1,0.0,77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,75,0.0
797-797,1.0,0.43,0.0,1.0,0.0,1,0.0,51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,51,0.0
798-798,1.0,0.5,0.0,1.0,0.0,1,0.0,86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,87,0.0
799-799,1.0,0.86,0.0,1.0,0.0,1,0.0,197,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,187,0.0
800-800,1.0,0.86,0.25,1.0,0.0,1,0.0,40,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.19,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,43,0.0
801-801,1.0,0.97,0.0,1.0,0.0,1,0.0,58,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.11,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,61,0.0
802-802,1.0,0.55,0.0,1.0,0.0,1,0.0,42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.68,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,31,0.0
803-803,1.0,0.72,0.0,1.0,0.0,1,0.0,117,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.72,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,96,0.0
804-804,1.0,0.69,0.166666666667,1.0,0.0,1,0.0,74,0.408248290464,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,68,0.0
805-805,1.0,0.9,0.0,1.0,0.0,1,0.0,196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.27,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,145,0.0
806-806,0.0,0.55,0.5,1.0,0.0,1,0.0,26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,26,0.0
807-807,1.0,0.76,0.0,1.0,0.0,1,0.0,176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.19,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.89,170,0.0
808-808,1.0,0.72,0.0,1.0,0.0,1,0.0,95,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,90,0.0
809-809,1.0,0.8,0.0,1.0,0.0,1,0.0,99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,103,0.0
810-810,1.0,0.87,0.0,1.0,0.0,1,0.0,110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.36,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,98,0.0
811-811,1.0,0.89,0.0,1.0,0.0,1,0.0,87,0.666666666667,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.13,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,89,0.0
812-812,1.0,0.79,0.0,1.0,0.0,1,0.0,233,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.41,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,214,0.0
813-813,1.0,0.83,0.0,1.0,0.0,1,0.0,113,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,118,0.0
814-814,1.0,0.77,0.0,1.0,0.0,1,0.0,87,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.26,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,95,0.0
815-815,1.0,0.61,0.0,1.0,0.0,1,0.0,107,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,93,0.0
816-816,1.0,0.34,0.0,1.0,0.0,1,0.0,54,0.666666666667,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.47,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,44,0.0
